,description,id,created_on,status,project,author,subject,cliente
435,Cliente não esta conseguindo efetuar o BKP da base.,8043,22/10/2020,Fechada,Suporte Técnico,Elaine,Ajuda para efetuar o BKP da base de dados,OPTICALL
436,Boa tarde como faço para Mandar o xml De uma nota que emiti  Por Favor,7829,6/10/2020,Fechada,Suporte Técnico,Ana,Duvida envio de email,OSMAR MOTORES
437,Cliente solicita ajuda na emissão da nota,8046,23/10/2020,Fechada,Suporte Técnico,Elaine,Mensagem de Nota Duplicada no envio,BLEZ INTERIORE
438,"Ao realizar a impressão da carta de correção, esta apresentando erro como se nao estivesse cadastrado o layout",8047,23/10/2020,Fechada,Suporte Técnico,Ana,Emissão na impressão de CC-e,AGNUS LIFE
439,falha no schema do xml,7831,7/10/2020,Fechada,Suporte Técnico,Ana,falha no schema do xml,IMPLANEWS SURGICAL
440,A minha maquina atualizou e agora nao estou conseguindo enviar nota,7833,7/10/2020,Fechada,Suporte Técnico,Ana,nao esta enviando a nfe,HS IMPLANTES
441,Auxilio para emissão de nota de retorno e que precisa sair o ICMS ,8667,8/12/2020,Fechada,Suporte Técnico,Ana,auxilio  nota de devolução,MATRIX
442,"O t.i entrou em contato pois eles vão formatar a maquina do servidor, ele tinha algumas duvidas em relação ao backup",8049,23/10/2020,Fechada,Suporte Técnico,Ana,Suporte para o backup do sistema,METAL BRASIL
443,"estou com duvida para realizar o estorno e emissão de duas notas fiscais, e duvida em como cadastrar um novo prazo de pagamento",8048,23/10/2020,Fechada,Suporte Técnico,Ana,auxilio estorno de nota,TITANIUM
444,Esta apresentando uma mensagem para gerar um nfe,8050,23/10/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,RMP ESTAMPARIA E METALURGICA
445,"Ref. O.S #6920
Cliente esta reportando que vem sofrendo a algum tempo com o grid de dados do caixa venda rápida com duas situações:
1- O campo de total da nota esta sem formatação quanto as casas decimais (,00).
2- O sistema não esta gravando e respeitando as configurações de Personalização da tela, o usuário configura os campos da forma que deseja e ao acessar novamente a tela do sistema retorna as configurações padrões.

Comentário do cliente: 
""[18:45, 28/05/2020] C. Osmar Matercic: Pois é meu velho. O pior é que faz tempo que acontece isso. Já era pra ter te falado antes, mas a gente esquece. Essa semana arrumei 3 vezes, perdi tudo.""
",7180,7/7/2020,Fechada,Suporte Técnico,Andre,Caixa Venda Rápida - Ajustes no Grid de dados,MATERCIC
446,"Ref. O.S #6933
Cliente relatou ter problemas na baixa de títulos pois disse que quando fez uma baixa múltipla do seu cliente CANZAN não apresentou a competência 19/12, 01/20, 02/20 e apenas a 03/2020 estaria mostrando no contas a pagar/pagas então segundo a Ana não é exibido pelo motivo de ter feito essa baixa múltipla pois no banco ele consta só no contas a pagar/pagas que não.
Então o cliente disse que já tinha feito outras baixas onde mesmo sendo múltipla apresentava no contas a pagar/pagas.

Base disponível: https://drive.google.com/file/d/19CwBgsp5bej2xh-9GGLAFRibQpeCDizd/view?usp=sharing",7181,7/7/2020,Fechada,Suporte Técnico,Andre,Problemas na baixa de Títulos,MASSA
447,Auxilio para Cadastro de um novo usuário,8051,23/10/2020,Fechada,Suporte Técnico,Ana,Cadastro novo usuario,COPAVES - FRANGOS CANCAO
448,atualização do sistema,7533,25/8/2020,Fechada,Suporte Técnico,Ana,Atualização no sistema,MERCADO BOITANICO
449,Solicitada a reinicialização do NFE.,8052,23/10/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
450,Cliente solicitou a atualização do sistema.,9624,2/3/2021,Fechada,Suporte Técnico,Elaine,Atualização do sistema,OPTICALL
451,Mensagem de erro ao imprimir pelo sistema,9622,2/3/2021,Fechada,Suporte Técnico,Elaine,Mensagem de erro ao imprimir pelo sistema,ATACADAO DA SOLA
452,ao enviar a nota de devolução ,8054,23/10/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,TOP SURGICAL
453,Cliente estava com certificado vencido,8669,8/12/2020,Fechada,Suporte Técnico,Elaine,Cliente não consegue emitir NFC,DOCES PASSOS
454,"Oi Ana, bom dia!
Estou tentando fazer o cadastro do banco Banco Inter (077) o sistema não permite o cadastro dizendo eu precisa ter 3 dígitos, conforme tela abaixo.

Poderia verificar por favor?

 
Grata",7836,7/10/2020,Fechada,Suporte Técnico,Ana,Cadastro banco,COMPANHIA AMBIENTAL
455,"Segue em anexo os modelos de contrato de evento e contrato de comodato que utilizamos aqui na loja. 
Aguardo seu retorno!

Atenciosamente,
Dára Brambilla
(41)99950-1246
---
Cliente esta solicitando condições de fazer proveito das informações cadastrais já existentes no sistema para fazer a geração dos contratos por dentro do sistema.",8662,8/12/2020,Fechada,Suporte Técnico,Cleverson,Analisar condições e configurar layout para impressão de contratos via sistema,BLACK CHOPP BEBIDAS (CURITIBA)
456,Cliente solicitou auxilio da emissão da nota com IPI,9625,2/3/2021,Fechada,Suporte Técnico,Elaine,Auxilio com emissão da nota,OPTICALL
457,"Menu - Movimentações - Saída - Pedido de vendas
Nota 110.941 - Nota Referenciada/Devolvida 104425

Ao efetuar a devolução da nota (referenciada 104425)o sistema não está cancelou a NF automaticamente no contas a receber/Recebidas.

O mesmo ocorreu com a NF 110890 - Nota referenciada/Devolvida 109928 e com a NF 106720 - Nota referenciada/Devolvida 111085
Base disponível: https://drive.google.com/file/d/1TdnBuA0saS0KV4RiJrh6Ws31kZhdvqyY/view?usp=sharing",7870,8/10/2020,Fechada,Suporte Técnico,Elaine,Nota de Devolução X Cancelamento no contas a Receber/Recebidas,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
458,ajuste de atalho,8671,8/12/2020,Fechada,Suporte Técnico,Ana,Ajuste de atalho,YPEGAS
459,Cliente precisava cadastrar alguns produtos que saíram da ortocox na base da selecta,8670,8/12/2020,Fechada,Suporte Técnico,Ana,auxilio estoque,ORTOCOX MATERIAIS ORTOPEDICOS
460,Auxilio para emissao de devolução,7191,7/7/2020,Fechada,Suporte Técnico,Ana,Auxilio para emissao de devolução,OSMAR MOTORES
461,"Relato do cliente:
<pre>
Então, foi feita uma baixa múltipla no banco errado e eu não acho no contas pagas os lançamentos para excluir como também não consigo excluir pelo banco.
</pre>

Procurei no contas a pagar/pagas e nas excluídas dentro do período que a cliente me passou mas não encontrei
O banco correto seria Caixa no nome de Ana Beatriz
Cliente: Taxi diversos
Período: 13/03 e 20/05
Base disponível: https://drive.google.com/file/d/1YGkE4TAeW1fc8YuKuG13xV8RQo5fUvvz/view?usp=sharing",7173,7/7/2020,Fechada,Suporte Técnico,Enghel,Títulos sumiram,MASSA
462,"Ref. O.S #6932
<pre>
Porem percebi hoje resolvendo situações da Artrofix
Que se eu inativar um item e tirar o relatório mesmo com data retrógrada vai dar diferença pq o relatório de inventario esta vinculado ao cadastro, isso complica muito.
Pois o sped cujo o inventario vai ele é enviado em fevereiro com data de finalização de inventario no dia 31/12, se ate fevereiro eu inativar itens vai dar diferença.
A contabilidade ainda não conseguiu fechar o balanço da Artrofix e nem da mega devido a essas divergências
</pre>

Cliente fez a impressão do relatório de inventario em dois dias diferentes com a mesma data do inventario 31/12/2019 e o valor dos totais apresentaram diferença.

Data da Posição 31/12/2019 –
TIRADO EM 19/03/2020 – R$ 1.720.665.62
TIRADO EM 28/05/2020 – R$ 1.742.542.24

Fiz a impressão no dia 02/06/2020 - R$ 1.746.432,07

Base disponivel em: https://drive.google.com/drive/folders/1vHs4hF2wcZ9oClYdphXK07_H883ZOPPw?usp=sharing

de acordo com o Cleverson na base da Artrofix tambem ocorre erro de diferença de valores nos arquivos do sped
base artrofix: https://drive.google.com/drive/folders/11PlswPtPaLIqUARm4PAWdvV1NazVFCPi?usp=sharing",7183,7/7/2020,Fechada,Suporte Técnico,Andre,Rel. Inventario diferença,MEGA MEDICAL
463,"Cliente reportou que ao fazer impressão das etiquetas de produtos e passar o leitor o mesmo não estava lendo. Então foi notado que ao fazer a impressão estava ocorrendo de algumas barras mais finas estarem saindo quase apagadas devido a qualidade da impressão, foi então ajustado a largura das barras nos parâmetros do campo de código de barras e ao deixar as barras mais largas a impressão não foi mais prejudicada com isso possibilitando a correta leitura das informações.",7837,7/10/2020,Fechada,Suporte Técnico,Cleverson,Leitores não estavam conseguindo ler código de barras das etiquetas de produtos,VERITAS COMERCIO PRODUTOS MEDICOS HOSPITALARES
464,Ana como que eu faço pra duplicar uma nota cancelada,7871,8/10/2020,Fechada,Suporte Técnico,Ana,Duvida de duplicaçao de movimento,GDS - GESSO E DECORACOES
465,Como que eu tiro no sistema um relatório de notas canceladas,7872,8/10/2020,Fechada,Suporte Técnico,Ana,Relatório de notas canceladas,IMPLANEWS SURGICAL
466,"Realizar processo de vinculação do certificado digital junto a prefeitura e São José dos Pinhais - PR.
Acompanhar cliente na emissão de pelo menos uma NFS-e pelo Sistema, através da Ordem de Serviço.",7825,6/10/2020,Fechada,Suporte Técnico,Cleverson,Configurar emissão de NFS-E no sistema e vincular certificado digital,KFK RACING MOTO PECAS LTDA.
467,"Cliente entrou em contato relatando que não conseguia fazer uma entrada de mercadoria pois quando informava o primeiro item e colocava todas as informações para gerar icms e ipi > gravava, então fez o mesmo processo para informar outro produto mas não deu certo por que substituía o antigo e não ficavam os dois na tela como deveria ficar.
Conectei com a cliente tentei fazer o processo de entrada > apertei tab para ""descer"" o produto e mesmo assim não adiantou.

Base disponível em: https://drive.google.com/file/d/1f37laEdcFXdN3w5jxDjRizSk0TiR2w83/view?usp=sharing

cfop cod 67

codigo dos produtos: 16.102 - BROCA CIRURGICA 1.1X16MM
cst 00 - base de calculo  181,16 - aliquota 18% - valor 32,16
cst ipi 04 - base de calculo 181,16 - aliquota 8% - 14,49

16.111 - HASTE DE INSERÇÃO
cst 00 - base de calculo 18,22 - aliquota 18% - valor 3,28
cst ipi 04 - base de calculo 18,22 - aliquota 8% - 1,46


",7130,1/7/2020,Fechada,Suporte Técnico,Enghel,Problema ao dar entrada,BIOFIX
468,alteração do campo cst para csosn no layout da danfe,8058,23/10/2020,Fechada,Suporte Técnico,Ana,Alteração de campo da DANFE,MATRIX
469,Ajuste de email no usuario da Clarissa,9626,2/3/2021,Fechada,Suporte Técnico,Ana,Ajuste de email,DDN CONFECCOES
470,nao esta enviando a nota fiscal e o nfe esta aberto,8059,23/10/2020,Fechada,Suporte Técnico,Ana,Emissão de nota,OSMAR MOTORES
471,"Realizado o treinamento da cliente nas seguinte telas:
- Cadastro de produto 
- Entrada de mercadorias ( via xml ou manual)
- Pedido de compra 
- Orçamento de venda 
- Requisição de materiais
- Pedido de venda
- Montagem de Kitt

Semana que vem cliente ira entrar em contato para finalizarmos o processo das telas de Financeiro",9750,10/3/2021,Fechada,Suporte Técnico,Ana,Treinamento do Sistema,BURBELA PRODUTOS MEDICOS
472,Ao gerar a nota fiscal está apresentando erro de FALHA NO SCHEMA,9766,11/3/2021,Fechada,Suporte Técnico,Ana,Mensagem de erro no envio de nota,HIGI LUX PROTECT
473,Cliente estava em uma versão muito antiga do NFE,9767,11/3/2021,Fechada,Suporte Técnico,Elaine,Atualizar MasterNfe,METAL BRASIL
474,"
Carregamento (referente ao peso variável) conforme anexo
Calculo do preço médio de compra e venda de cada produto (esse já foi solicitado desde a implantação do sistema e até agora não funciona).
Já éramos para ter resolvido isso, aguardo retorno com urgência",9627,2/3/2021,Fechada,Suporte Técnico,Ana,Divergencias no Sistema,COPAVES - FRANGOS CANCAO
475,#7979,8674,9/12/2020,Fechada,Suporte Técnico,Andre,Versao V20.12.01,PROFFIX COMERCIO DE EQUIPAMENTO MÉDICOS E HOSPITALARES LTDA
476,Cliente estava com um problema no caixa,8672,8/12/2020,Fechada,Suporte Técnico,Ana,Divergências no Caixa,GDS - GESSO E DECORACOES
477,#8471,8676,9/12/2020,Fechada,Suporte Técnico,Andre,Versao V20.12.01,MEGA MEDICAL
478,#8375,8677,9/12/2020,Fechada,Suporte Técnico,Andre,Versao V20.12.01,IMPLANEWS - BETHA IMPLANTES
479,"Cliente gostaria de verificar a possibilidade de uma opção de bloquear a alteração do vendedor nas telas de movimentações ( orçamento de venda, pedido de venda e nota fiscal), e que essa opção seja bloqueada ou liberada por nível de usuário ",8060,23/10/2020,Fechada,Suporte Técnico,Ana,Bloqueio da Alteração do Vendedor,ADECCOR
480,"Ref. Ticket #7016
Ref. O.S #7044
cliente esta com diferença no valor do caixa do dia 16 e 17

base disponivel em: https://drive.google.com/drive/folders/1KdArnP9ZAzYw4BYGZwxDp1lPV0ybqcL7?usp=sharing",7174,7/7/2020,Fechada,Suporte Técnico,Andre,Diferença de caixa,GDS - GESSO E DECORACOES
481,"Ref. O.S #6864
Cliente relata que frequentemente vem ocorrendo de vendas que já estão fechadas no caixa voltarem para aberta, hoje ocorreu novamente de uma venda que foi fechada as 16:08 e voltou para aberta, e nao ocorre nenhum erro na venda

base disponível em: https://drive.google.com/open?id=11vHpOUaTp5SgWRZ7rbzxqenTDf7_pD3C

video de como cliente faz o fechamento das vendas junto com a base

!Screenshot_2.png!
!Screenshot_3.png!
",7176,7/7/2020,Fechada,Suporte Técnico,Andre,Venda rapida- voltam para aberto,GDS - GESSO E DECORACOES
482,instrução de como cadastrar um novo usuario,7192,7/7/2020,Fechada,Suporte Técnico,Ana,instrução para cadastro ,MEDICA BRASIL
483,"Ao gerar uma nota com a cfop 2.202 esta apresentando o seguinte erro ""cfop de devolução para nf-e que nao tem finalidade de devolução de mercadoria""",7868,8/10/2020,Fechada,Suporte Técnico,Ana,Erro de emissão de nota,PINHAO MOTO SERRAS
484,"Fazer aceite junto ao portal da receita para emissão de documentos fiscais nos modelos 55 e 65.

RAZÃO SOCIAL
MARECHAL COMERCIO DE MATERIAIS PARA ESTOFAMENTOS LTDA
CNPJ
05.312.247/0001-67

IMPORTANTE: Deve ser feito hoje pois cliente vai migrar o sistema durante final de semana para inicio de uso na segunda feira 26/10. 
",8053,23/10/2020,Fechada,Suporte Técnico,Cleverson,Fazer aceite junto ao portal da receita para emissão de documentos fiscais nos modelos 55 e 65,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
485,Nota com mensagem de erro na emissão,8061,23/10/2020,Fechada,Suporte Técnico,Elaine,Ajuda com a emissão da NF,GNATUS
486,"Ao selecionar a impressão do NFC-e esta apresentando a mensagem ""CANVAS DOES NOT ALLOW DRAWING""",8064,26/10/2020,Fechada,Suporte Técnico,Ana,Erro de impressão,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
487,"Cliente entrou em contato com duvida de como zerar o estoque, pois vão realizar o inventario ",8679,9/12/2020,Fechada,Suporte Técnico,Ana,Duvida para zerar estoque,DDN CONFECCOES
488,"Ao efetuar uma NF de devolução o sistema esta solicitando uma natureza de operação de Entrada.
",8066,26/10/2020,Fechada,Suporte Técnico,Elaine,Auxilio com a nota de devolução,IMPLANEWS - BETHA IMPLANTES
489,"Cliente esta gerando uma nota de importação, e apos informar o lote do produto e dar um ok apresenta a seguinte mensagem ""Expression expected but nothing found"", e acaba zerando nos totais a quantidade e valor unitário.


Obs: Na linhaço esta apresentando a mensagem ao gerar a nota fiscal.

Empresa 1 - PHARMATEX

Cliente: 578 
Natureza: 42

Produto: Cod 11 
Quantidade 40000
Valor unitario: 13,6792500

LOTE - TYPHAR0320
01/09/2025
QTDA - 40000



Base disponível em: https://drive.google.com/drive/folders/1YndBtC6tmGUQ4JEjQqkVt0V9bVVZkAR1?usp=sharing",8065,26/10/2020,Fechada,Suporte Técnico,Ana,Nota de importação,FARMATEX DO BRASIL S/A
490,Cliente entrou em contato pedindo para ser excluir os produtos de codigo 5604064105 e 5604064095 pois quando foi dado entrada a muito tempo atrás não foi informado o lote e agora mesmo depois de fazer acerto de estoque não conseguimos zerar o produto.,7193,7/7/2020,Fechada,Suporte Técnico,Enghel,Excluir produtos,ORTONORTE ORTESE E PROTESE LTDA
491,"#8212,#7978",8680,9/12/2020,Fechada,Suporte Técnico,Andre,Versao V20.12.01,CASA DA OBRA
492,"Ref. O.S #6914
Base disponível em: https://drive.google.com/drive/folders/1iUQdtsljSbcIHbo3wEACkQh0-2AOr6ya?usp=sharing 

Cliente estava tentando emitir uma nota de devolução e ao gerar esta apresentando o seguinte erro:
!erro_matercic.jpeg!

",7175,7/7/2020,Fechada,Suporte Técnico,Andre,Erro ao emitir devolução,MATERCIC
493,estou com alguns problemas pra gerar uma devolução poderia me ajudar,7688,24/9/2020,Fechada,Suporte Técnico,Ana,Devolução de nota fiscal,PINHAO MOTO SERRAS
494,"Na empresa nova, ao gerar a nota fiscal modelo 55 esta apresentando a seguinte mensagem ""O TEXTO DA OBSERVAÇÃO SÓ PERMITE 50 COLUNAS""",8067,26/10/2020,Fechada,Suporte Técnico,Ana,Nota fiscal,PEGAZA COMERCIO DE PLASTICOS E ESPUMAS
495,Solicitada a reinicialização do MasterNfe,8068,26/10/2020,Fechada,Suporte Técnico,Elaine,Reiniciar NFE,X MED COMERCIO DE MATERIAL MEDICO HOSPITALAR
496,"alterou o ip do servidor após uma queda de luz, e nao estava executando o sistema",8069,26/10/2020,Fechada,Suporte Técnico,Ana,Atualização no sistema,MATRIX
